Target,sensor_10_Entropy,sensor_10_Interquartile range,sensor_10_Max,sensor_10_Mean,sensor_10_Mean absolute deviation,sensor_10_Median,sensor_10_Median absolute deviation,sensor_10_Min,sensor_10_Root mean square,sensor_10_Skewness,sensor_11_Entropy,sensor_11_Interquartile range,sensor_11_Max,sensor_11_Mean,sensor_11_Mean absolute deviation,sensor_11_Median,sensor_11_Median absolute deviation,sensor_11_Min,sensor_11_Root mean square,sensor_11_Skewness,sensor_12_Entropy,sensor_12_Interquartile range,sensor_12_Max,sensor_12_Mean,sensor_12_Mean absolute deviation,sensor_12_Median,sensor_12_Median absolute deviation,sensor_12_Min,sensor_12_Root mean square,sensor_12_Skewness,sensor_13_Entropy,sensor_13_Interquartile range,sensor_13_Max,sensor_13_Mean,sensor_13_Mean absolute deviation,sensor_13_Median,sensor_13_Median absolute deviation,sensor_13_Min,sensor_13_Root mean square,sensor_13_Skewness,sensor_14_Entropy,sensor_14_Interquartile range,sensor_14_Max,sensor_14_Mean,sensor_14_Mean absolute deviation,sensor_14_Median,sensor_14_Median absolute deviation,sensor_14_Min,sensor_14_Root mean square,sensor_14_Skewness,sensor_15_Entropy,sensor_15_Interquartile range,sensor_15_Max,sensor_15_Mean,sensor_15_Mean absolute deviation,sensor_15_Median,sensor_15_Median absolute deviation,sensor_15_Min,sensor_15_Root mean square,sensor_15_Skewness,sensor_16_Entropy,sensor_16_Interquartile range,sensor_16_Max,sensor_16_Mean,sensor_16_Mean absolute deviation,sensor_16_Median,sensor_16_Median absolute deviation,sensor_16_Min,sensor_16_Root mean square,sensor_16_Skewness,sensor_1_Entropy,sensor_1_Interquartile range,sensor_1_Max,sensor_1_Mean,sensor_1_Mean absolute deviation,sensor_1_Median,sensor_1_Median absolute deviation,sensor_1_Min,sensor_1_Root mean square,sensor_1_Skewness,sensor_2_Entropy,sensor_2_Interquartile range,sensor_2_Max,sensor_2_Mean,sensor_2_Mean absolute deviation,sensor_2_Median,sensor_2_Median absolute deviation,sensor_2_Min,sensor_2_Root mean square,sensor_2_Skewness,sensor_3_Entropy,sensor_3_Interquartile range,sensor_3_Max,sensor_3_Mean,sensor_3_Mean absolute deviation,sensor_3_Median,sensor_3_Median absolute deviation,sensor_3_Min,sensor_3_Root mean square,sensor_3_Skewness,sensor_4_Entropy,sensor_4_Interquartile range,sensor_4_Max,sensor_4_Mean,sensor_4_Mean absolute deviation,sensor_4_Median,sensor_4_Median absolute deviation,sensor_4_Min,sensor_4_Root mean square,sensor_4_Skewness,sensor_5_Entropy,sensor_5_Interquartile range,sensor_5_Max,sensor_5_Mean,sensor_5_Mean absolute deviation,sensor_5_Median,sensor_5_Median absolute deviation,sensor_5_Min,sensor_5_Root mean square,sensor_5_Skewness,sensor_6_Entropy,sensor_6_Interquartile range,sensor_6_Max,sensor_6_Mean,sensor_6_Mean absolute deviation,sensor_6_Median,sensor_6_Median absolute deviation,sensor_6_Min,sensor_6_Root mean square,sensor_6_Skewness,sensor_7_Entropy,sensor_7_Interquartile range,sensor_7_Max,sensor_7_Mean,sensor_7_Mean absolute deviation,sensor_7_Median,sensor_7_Median absolute deviation,sensor_7_Min,sensor_7_Root mean square,sensor_7_Skewness,sensor_8_Entropy,sensor_8_Interquartile range,sensor_8_Max,sensor_8_Mean,sensor_8_Mean absolute deviation,sensor_8_Median,sensor_8_Median absolute deviation,sensor_8_Min,sensor_8_Root mean square,sensor_8_Skewness,sensor_9_Entropy,sensor_9_Interquartile range,sensor_9_Max,sensor_9_Mean,sensor_9_Mean absolute deviation,sensor_9_Median,sensor_9_Median absolute deviation,sensor_9_Min,sensor_9_Root mean square,sensor_9_Skewness
0.0,0.29990635152380324,2.0,2.0,-0.97,0.7784,-1.0,1.0,-3.0,1.396424004376894,-0.1192150185195642,0.2993531266215742,2.0,1.0,-1.07,0.7338,-1.0,1.0,-3.0,1.445683229480096,0.14019948606793536,0.30945044478129724,2.0,2.0,-0.97,0.7614,-1.0,1.0,-3.0,1.40356688476182,0.22735797251845793,0.28846520056870556,2.0,1.0,-0.89,0.7407999999999998,-1.0,1.0,-3.0,1.284523257866513,-0.06850892604603874,0.25108119938318707,1.25,1.0,-0.97,0.565,-1.0,1.0,-2.0,1.2529964086141667,0.4275838188325888,0.2777462911718551,2.0,1.0,-0.92,0.6872,-1.0,1.0,-3.0,1.2727922061357855,0.020316974406910642,0.3251108131539644,2.0,2.0,-0.92,0.8456,-1.0,1.0,-3.0,1.4422205101855958,0.27984512936051403,0.3689450027458954,2.0,3.0,-0.77,1.0514000000000001,-1.0,1.0,-4.0,1.5652475842498528,0.14874278458285667,0.3228050085411929,1.0,2.0,-0.95,0.7869999999999999,-1.0,1.0,-4.0,1.466287829861518,-0.4429964716142291,0.302293389696205,1.25,1.0,-0.79,0.8236,-1.0,1.0,-4.0,1.2767145334803705,-0.31022843269957107,0.2994635531142506,1.0,1.0,-0.7,0.8119999999999998,-1.0,1.0,-3.0,1.2165525060596438,0.04263796792008777,0.276771706071981,1.0,1.0,-0.84,0.7183999999999999,-1.0,1.0,-3.0,1.2165525060596438,-0.1405897821187081,0.335375177716055,1.25,3.0,-0.81,0.8917999999999998,-1.0,1.0,-4.0,1.4106735979665885,0.09270390706871173,0.26991127810278764,1.0,1.0,-0.83,0.6414,-1.0,0.0,-3.0,1.2041594578792296,0.11585387588258882,0.4250603746908172,2.0,3.0,-0.83,1.3870000000000005,-1.0,1.0,-6.0,1.9364916731037085,-0.28307669979624056,0.28941537956903657,2.0,1.0,-1.05,0.7269999999999999,-1.0,1.0,-3.0,1.40356688476182,-0.049196352857699036
0.0,0.286106342731262,0.25,2.0,-0.95,0.635,-1.0,0.0,-3.0,1.3304134695650072,0.3462309361494676,0.30362855431529473,1.25,2.0,-0.86,0.7764000000000002,-1.0,1.0,-3.0,1.3114877048604001,-0.03555209304617107,0.2849278993170622,2.0,1.0,-0.99,0.7132,-1.0,1.0,-4.0,1.3601470508735443,-0.3895989266630101,0.3359693770381052,2.0,2.0,-1.14,0.9164,-1.0,1.0,-4.0,1.6186414056238645,-0.0017716216988648132,0.2777866359933642,1.0,1.0,-0.96,0.6175999999999999,-1.0,1.0,-3.0,1.3038404810405297,-0.16522831300277058,0.3141662256567525,2.0,2.0,-1.0,0.74,-1.0,1.0,-3.0,1.449137674618944,0.15602115096746053,0.2840761666595519,2.0,1.0,-0.98,0.6875999999999999,-1.0,1.0,-3.0,1.3341664064126333,0.04153109108630365,0.34885616161487765,2.0,3.0,-0.85,0.9640000000000001,-1.0,1.0,-5.0,1.5524174696260025,0.3773732426169821,0.31679251914894674,1.25,1.0,-0.9,0.8460000000000001,-1.0,1.0,-3.0,1.4212670403551895,-0.288504883546206,0.30910194787875783,1.0,1.0,-0.74,0.8364,-1.0,1.0,-4.0,1.2649110640673518,-0.3690629018033996,0.2841849740930579,1.0,1.0,-0.72,0.7591999999999999,-1.0,1.0,-3.0,1.1575836902790226,-0.17737770074126205,0.29925383609861683,2.0,2.0,-0.87,0.7515999999999998,-1.0,1.0,-3.0,1.3,0.20402118954401313,0.26759144634475956,1.0,1.0,-0.92,0.6304,-1.0,1.0,-3.0,1.2409673645990857,-0.046699682320515225,0.25991111542485673,1.0,2.0,-0.82,0.6376000000000001,-1.0,1.0,-3.0,1.1575836902790226,0.20837635811982302,0.3092393325782728,2.0,1.0,-0.79,0.8593999999999999,-1.0,1.0,-3.0,1.3,-0.20971027607380655,0.2996556007448134,2.0,1.0,-1.04,0.7576000000000002,-1.0,1.0,-4.0,1.449137674618944,-0.5621417359432503
0.0,0.29936330152646673,1.0,1.0,-1.11,0.7140000000000001,-1.0,1.0,-4.0,1.4798648586948742,-0.1627294338665479,0.28067329244942074,0.25,1.0,-1.0,0.6,-1.0,0.0,-3.0,1.3490737563232043,0.08080355566452187,0.28996606068811137,2.0,2.0,-0.87,0.7637999999999999,-1.0,1.0,-3.0,1.284523257866513,0.16527432564674194,0.30706734058382795,1.0,1.0,-0.79,0.8277999999999999,-1.0,1.0,-3.0,1.284523257866513,-0.1978422725188655,0.29378416794288836,2.0,2.0,-0.94,0.7876000000000002,-1.0,1.0,-4.0,1.4142135623730951,0.4907076073385941,0.2958553977982356,2.0,1.0,-0.94,0.7204000000000002,-1.0,1.0,-3.0,1.3416407864998738,-0.18827744200660296,0.32446155105463054,2.0,1.0,-1.01,0.8334,-1.0,1.0,-4.0,1.4866068747318506,-0.11887919579259813,0.3456220124613591,2.0,3.0,-0.95,0.9069999999999999,-1.0,1.0,-5.0,1.5716233645501712,-0.15554080716706434,0.30019096914142757,2.0,2.0,-0.93,0.7710000000000002,-1.0,1.0,-3.0,1.3527749258468684,0.11284140292020188,0.27299743216976824,1.0,1.0,-0.85,0.661,-1.0,1.0,-3.0,1.2041594578792296,-0.0012086811995061127,0.2994431550957781,1.0,2.0,-0.74,0.7920000000000001,-1.0,1.0,-3.0,1.2165525060596438,0.12789927658832104,0.2985148891552105,1.25,1.0,-0.84,0.7919999999999999,-1.0,1.0,-3.0,1.2884098726725126,-0.25977229879194513,0.2814163499044636,2.0,1.0,-0.95,0.725,-1.0,1.0,-3.0,1.3152946437965904,-0.09863804462175589,0.2855573198629543,1.0,1.0,-0.79,0.7361999999999999,-1.0,1.0,-3.0,1.2041594578792296,-0.18596266951434262,0.33961163379754294,2.0,2.0,-0.82,0.9652,-1.0,1.0,-5.0,1.4560219778561037,-0.314369075042304,0.3023075151348841,2.0,2.0,-1.02,0.7279999999999999,-1.0,1.0,-3.0,1.4212670403551895,0.040001790727646605
0.0,0.2979891689548322,2.0,2.0,-0.95,0.7090000000000001,-1.0,1.0,-3.0,1.3527749258468684,0.101595800425538,0.2788347298173392,2.0,1.0,-1.06,0.664,-1.0,1.0,-3.0,1.378404875209022,-0.14622130713438022,0.2835937887052864,1.25,2.0,-0.94,0.6464000000000002,-1.0,1.0,-3.0,1.3038404810405297,0.28852432394782707,0.2872212048026635,1.0,1.0,-0.9,0.7099999999999999,-1.0,1.0,-3.0,1.2884098726725126,-0.2756292875813515,0.2911823578031805,1.0,1.0,-0.96,0.676,-1.0,1.0,-3.0,1.3490737563232043,-0.2206263823371229,0.3051274536157762,2.0,2.0,-0.92,0.8024000000000001,-1.0,1.0,-3.0,1.3638181696985856,0.13349153460197305,0.3229574054241933,2.0,1.0,-1.06,0.8404000000000003,-1.0,1.0,-4.0,1.51657508881031,-0.21006520548295818,0.3652615835984314,2.0,3.0,-0.8,1.0679999999999998,-1.0,1.0,-4.0,1.5684387141358123,0.07331037197747113,0.3003885339896675,1.0,1.0,-0.81,0.7594,-1.0,1.0,-4.0,1.284523257866513,-0.4474701011773318,0.33123309263818806,2.0,2.0,-0.91,0.9098,-1.0,1.0,-3.0,1.466287829861518,-0.13662094954776485,0.3169797956031434,2.0,1.0,-0.8,0.8640000000000001,-1.0,1.0,-4.0,1.3341664064126333,-0.15774076826639039,0.3050784049205032,1.25,2.0,-0.8,0.816,-1.0,1.0,-3.0,1.2806248474865698,-0.047999999999999966,0.2837349946431452,1.0,1.0,-0.78,0.7284,-1.0,1.0,-3.0,1.1916375287812984,-0.20009818183729272,0.30359178994415126,1.0,1.0,-0.84,0.768,-1.0,1.0,-4.0,1.3038404810405297,-0.20311174785376793,0.33404236513564906,2.0,1.0,-0.78,0.9620000000000001,-1.0,1.0,-4.0,1.4212670403551895,-0.5380038804550674,0.2800866733861639,2.0,1.0,-1.05,0.691,-1.0,1.0,-3.0,1.3892443989449805,-0.3796070202109995
0.0,0.2879189871743018,2.0,1.0,-1.02,0.7083999999999997,-1.0,1.0,-3.0,1.3856406460551018,-0.3239176609295378,0.32312380975716076,2.0,1.0,-1.12,0.8408,-1.0,1.0,-4.0,1.5620499351813308,-0.31872498825673906,0.28619490288557203,2.0,1.0,-1.06,0.7380000000000001,-1.0,1.0,-3.0,1.407124727947029,0.04336499211407106,0.2773429647378664,2.0,1.0,-1.02,0.6672,-1.0,1.0,-3.0,1.3490737563232043,0.21324112878536614,0.30522380703241375,1.0,1.0,-0.87,0.7811999999999998,-1.0,1.0,-4.0,1.3304134695650072,-0.4386581984338993,0.3021238688523991,2.0,2.0,-0.97,0.7226,-1.0,1.0,-4.0,1.3892443989449805,0.18395342777889515,0.30855576392052547,2.0,3.0,-0.97,0.7614000000000002,-1.0,1.0,-3.0,1.4247806848775006,0.4152389022044033,0.37799829860994494,2.0,3.0,-0.89,1.1119999999999999,-1.0,1.0,-4.0,1.676305461424021,0.22423362244921996,0.3255037958802559,1.0,2.0,-0.77,0.8606000000000001,-1.0,1.0,-4.0,1.3453624047073711,-0.23978423066293983,0.31607570463779505,1.0,2.0,-0.75,0.855,-1.0,1.0,-3.0,1.284523257866513,0.016533217292599454,0.29985101721294916,1.0,1.0,-0.65,0.838,-1.0,1.0,-3.0,1.1789826122551597,-0.11427541446112499,0.2691989260470825,1.0,1.0,-0.99,0.6139999999999999,-1.0,1.0,-3.0,1.3152946437965904,-0.4812183855921769,0.28819267166314705,1.25,1.0,-0.92,0.7056,-1.0,1.0,-3.0,1.3038404810405297,-0.23505630081969772,0.2736232602043794,1.0,1.0,-0.82,0.7067999999999999,-1.0,1.0,-3.0,1.1916375287812984,0.016188022222938865,0.36716786749106106,2.0,3.0,-0.85,1.041,-1.0,1.0,-4.0,1.6278820596099706,0.24635339880610133,0.3018661188443089,2.0,1.0,-1.01,0.7536000000000002,-1.0,1.0,-3.0,1.4106735979665885,-0.04282073380496852
0.0,0.3294193521956087,2.0,2.0,-1.17,0.9303999999999999,-1.0,1.0,-4.0,1.6278820596099706,0.2539782416400397,0.30232187003153577,2.0,1.0,-0.97,0.7414000000000001,-1.0,1.0,-3.0,1.3820274961085253,0.06577919025987522,0.291754984735119,1.0,2.0,-0.81,0.7222,-1.0,1.0,-3.0,1.2529964086141667,0.5061606743955482,0.2862837752658823,1.25,1.0,-0.87,0.7264,-1.0,1.0,-3.0,1.2609520212918492,-0.10140105470723051,0.2537780841501132,1.0,1.0,-1.04,0.5768,-1.0,1.0,-3.0,1.3038404810405297,0.19385566618001915,0.29942689306184894,2.0,1.0,-0.99,0.7334,-1.0,1.0,-3.0,1.396424004376894,-0.27125242011147704,0.33671540825699653,2.0,3.0,-0.88,0.8808,-1.0,1.0,-3.0,1.469693845669907,0.4288481964231095,0.40130766161057874,2.0,3.0,-0.87,1.2690000000000001,-1.0,1.0,-4.0,1.841195263952197,0.4214898507751701,0.3063729113525683,2.0,1.0,-0.95,0.767,-1.0,1.0,-3.0,1.3820274961085253,-0.04079025033687773,0.33261975119095294,1.0,2.0,-0.81,0.8755999999999999,-1.0,1.0,-4.0,1.40356688476182,-0.05695773341718611,0.2712699383638466,1.0,2.0,-0.74,0.6980000000000001,-1.0,1.0,-2.0,1.140175425099138,0.48350142322759976,0.28740087223286453,1.0,2.0,-0.85,0.6870000000000003,-1.0,1.0,-3.0,1.2529964086141667,0.23743714213913547,0.29595600257505467,2.0,1.0,-0.94,0.7040000000000002,-1.0,1.0,-3.0,1.3416407864998738,0.016907215803557,0.27426032054159605,1.0,2.0,-0.82,0.6611999999999999,-1.0,1.0,-3.0,1.1916375287812984,0.2018304789080211,0.36014642679165215,2.0,2.0,-0.9,1.0079999999999998,-1.0,1.0,-4.0,1.5811388300841898,0.19663177059626738,0.28123059404887574,2.0,1.0,-1.03,0.662,-1.0,1.0,-3.0,1.3601470508735443,-0.027039758670590188
0.0,0.2773664516706293,1.0,1.0,-1.05,0.6129999999999999,-1.0,0.0,-3.0,1.374772708486752,0.09766226943529531,0.28500157791923614,2.0,1.0,-1.04,0.6760000000000003,-1.0,1.0,-3.0,1.378404875209022,-0.08337460221920837,0.3116362592695648,2.0,1.0,-0.95,0.8039999999999999,-1.0,1.0,-4.0,1.40356688476182,-0.2631603182078011,0.27493015975318874,1.25,2.0,-0.9,0.6739999999999998,-1.0,1.0,-3.0,1.2569805089976536,0.1598408085407908,0.3201314896124735,1.25,1.0,-0.88,0.8311999999999999,-1.0,1.0,-4.0,1.3928388277184118,-0.3348208585927527,0.26787207824059317,1.0,1.0,-0.93,0.6352,-1.0,1.0,-3.0,1.2529964086141667,-0.233778166083301,0.30884417634567435,2.0,1.0,-1.03,0.762,-1.0,1.0,-3.0,1.452583904633395,-0.10753742994898861,0.37783188970753034,2.0,4.0,-0.96,1.0728,-1.0,1.0,-5.0,1.7435595774162693,0.3002420026160325,0.32911070715636936,2.0,2.0,-0.92,0.8488,-1.0,1.0,-4.0,1.449137674618944,0.2270073977406308,0.31239400642852877,2.0,2.0,-0.88,0.7856000000000001,-1.0,1.0,-3.0,1.3638181696985856,0.23645450522591854,0.2666870184264398,1.0,1.0,-0.85,0.6239999999999999,-1.0,0.0,-4.0,1.2041594578792296,-0.4846811610020211,0.2962412505215861,1.0,2.0,-0.78,0.7527999999999999,-1.0,1.0,-3.0,1.2328828005937953,-0.03711503093228022,0.2938165463253559,2.0,2.0,-0.97,0.6825999999999999,-1.0,1.0,-3.0,1.374772708486752,0.19959768614547965,0.2764249152881407,1.0,2.0,-0.92,0.6503999999999999,-1.0,1.0,-3.0,1.2727922061357855,0.1084982869369052,0.35527112229977337,2.0,2.0,-0.77,1.033,-1.0,1.0,-4.0,1.4798648586948742,-0.17051783103383902,0.29595600257505467,2.0,1.0,-1.02,0.6888,-1.0,1.0,-3.0,1.4,-0.09617879752049091
0.0,0.32264480568034926,2.0,2.0,-0.9,0.8679999999999999,-1.0,1.0,-3.0,1.4142135623730951,0.2634545260366789,0.28745028402727524,2.0,1.0,-1.04,0.7128,-1.0,1.0,-3.0,1.3928388277184118,0.23019048218569177,0.2988675652234951,2.0,1.0,-0.96,0.716,-1.0,1.0,-3.0,1.3638181696985856,0.052063834850966634,0.2940533595131337,2.0,2.0,-0.96,0.6768000000000001,-1.0,1.0,-3.0,1.3490737563232043,0.1316768597699332,0.2934092817568847,1.0,1.0,-0.9,0.73,-1.0,1.0,-3.0,1.3266499161421599,-0.3952716598559647,0.28320085071160384,2.0,1.0,-1.03,0.7190000000000001,-1.0,1.0,-3.0,1.3820274961085253,0.2894185692725877,0.3176618776797073,2.0,2.0,-0.89,0.8051999999999999,-1.0,1.0,-3.0,1.3820274961085253,0.03364060415587968,0.3559611154570873,2.0,2.0,-0.87,0.9838,-1.0,1.0,-4.0,1.5394804318340654,-0.15682918976891655,0.2955233645348168,2.0,2.0,-0.96,0.6975999999999999,-1.0,1.0,-3.0,1.3564659966250536,0.3973585769850303,0.332766941623628,2.0,2.0,-0.87,0.8785999999999998,-1.0,1.0,-4.0,1.4317821063276353,-0.33765744779836515,0.3040890634110341,1.0,2.0,-0.75,0.785,-1.0,1.0,-4.0,1.2449899597988732,-0.14903566793649475,0.28328673206229815,1.25,1.0,-0.93,0.6751999999999999,-1.0,1.0,-3.0,1.2922847983320085,-0.13761722885036476,0.26545232589039236,1.0,1.0,-0.88,0.628,-1.0,1.0,-3.0,1.2083045973594573,0.19633477967684418,0.2807748872355165,1.0,1.0,-0.8,0.732,-1.0,1.0,-3.0,1.2,0.10062305898749069,0.3128499701551845,2.0,1.0,-0.94,0.8192000000000002,-1.0,1.0,-4.0,1.4212670403551895,-0.16903056802595184,0.29898952013569335,1.25,1.0,-1.11,0.7452000000000001,-1.0,1.0,-3.0,1.4730919862656235,0.08899810436206233
0.0,0.30674258018628625,1.0,1.0,-1.16,0.7816,-1.0,1.0,-4.0,1.5362291495737217,0.0890770261405933,0.28220856366926134,2.0,1.0,-1.02,0.6292,-1.0,1.0,-3.0,1.3564659966250536,-0.04477729900580347,0.2982838971984784,2.0,1.0,-1.07,0.7208000000000001,-1.0,1.0,-3.0,1.4594519519326423,-0.16649322784095524,0.2663058334486683,1.0,1.0,-0.99,0.5745999999999999,-1.0,1.0,-4.0,1.3,-0.4201392617055736,0.28722169800690434,1.25,1.0,-0.92,0.6888,-1.0,1.0,-3.0,1.296148139681572,-0.07959101320177044,0.2782076306571211,1.0,1.0,-0.9,0.6439999999999999,-1.0,0.5,-3.0,1.2649110640673518,0.14526451379044863,0.305094792861938,2.0,1.0,-1.04,0.7760000000000002,-1.0,1.0,-3.0,1.4560219778561037,-0.2601976445957669,0.34044132305752434,2.0,2.0,-0.96,0.8920000000000001,-1.0,1.0,-4.0,1.5297058540778354,0.029437634509127602,0.2930820418446375,2.0,1.0,-0.9,0.7519999999999999,-1.0,1.0,-4.0,1.3190905958272918,-0.06690010933744699,0.31010959810085686,1.0,1.0,-0.77,0.8360000000000001,-1.0,1.0,-3.0,1.284523257866513,-0.13945294171294345,0.27618707354498373,1.0,2.0,-0.74,0.7172,-1.0,1.0,-4.0,1.1661903789690602,-0.12461447213044115,0.27743899634293845,1.0,1.0,-0.86,0.6848000000000001,-1.0,1.0,-3.0,1.224744871391589,-0.0031851563216350877,0.2712957705856419,1.0,1.0,-0.88,0.628,-1.0,0.5,-3.0,1.224744871391589,-0.037121303928642005,0.2900868210656003,2.0,2.0,-0.91,0.7023999999999998,-1.0,1.0,-3.0,1.3,0.1956545462129799,0.34382448514442904,1.0,3.0,-0.85,0.895,-1.0,1.0,-4.0,1.4866068747318506,0.07565312838121752,0.26444320201429117,2.0,1.0,-0.98,0.6084,-1.0,1.0,-3.0,1.2806248474865698,-0.03709787883443108
0.0,0.3001684447280628,2.0,1.0,-1.08,0.7136,-1.0,1.0,-4.0,1.4628738838327795,-0.40162282940833427,0.2896304994539466,1.0,1.0,-0.95,0.6869999999999998,-1.0,1.0,-4.0,1.3379088160259651,-0.5301468700202646,0.2964649218632654,2.0,1.0,-0.93,0.7324,-1.0,1.0,-4.0,1.3379088160259651,-0.2749149059096873,0.2839468622760345,1.25,1.0,-0.88,0.7160000000000001,-1.0,1.0,-4.0,1.2727922061357855,-0.23938756139687822,0.2815391318942781,2.0,2.0,-0.94,0.6816000000000001,-1.0,1.0,-3.0,1.3038404810405297,0.1258471002514879,0.26959650762745996,1.0,1.0,-0.93,0.6194000000000001,-1.0,1.0,-3.0,1.2529964086141667,0.07023782864984925,0.2946936505346437,2.0,1.0,-0.96,0.6960000000000001,-1.0,1.0,-3.0,1.3490737563232043,-0.009244437072889229,0.34882431883901316,2.0,3.0,-0.89,0.9451999999999999,-1.0,1.0,-4.0,1.5264337522473748,0.19985611995108205,0.2918261556037548,1.0,2.0,-0.89,0.6918,-1.0,1.0,-3.0,1.2922847983320085,0.14462410469384135,0.3063198734524048,2.0,2.0,-0.91,0.7441999999999999,-1.0,1.0,-3.0,1.3527749258468684,0.17824974699183782,0.2741816857756123,1.0,1.0,-0.77,0.6898000000000002,-1.0,1.0,-3.0,1.1532562594670797,-0.08022012394070581,0.28627234911789246,1.0,1.0,-0.73,0.8094,-1.0,1.0,-2.0,1.2041594578792296,0.25899504203610346,0.2977613286086234,1.0,1.0,-0.78,0.7728,-1.0,1.0,-3.0,1.2409673645990857,-0.11733422406300589,0.30631760636444333,1.0,2.0,-0.88,0.7584000000000001,-1.0,1.0,-3.0,1.3416407864998738,-0.06830439566175807,0.3082992689851285,2.0,1.0,-0.85,0.8150000000000002,-1.0,1.0,-3.0,1.3304134695650072,0.08884519336145025,0.3087511012993159,2.0,2.0,-1.02,0.7275999999999998,-1.0,1.0,-3.0,1.449137674618944,0.42502601581597166
