Target,sensor_10_Entropy,sensor_10_Interquartile range,sensor_10_Max,sensor_10_Mean,sensor_10_Mean absolute deviation,sensor_10_Median,sensor_10_Median absolute deviation,sensor_10_Min,sensor_10_Root mean square,sensor_10_Skewness,sensor_11_Entropy,sensor_11_Interquartile range,sensor_11_Max,sensor_11_Mean,sensor_11_Mean absolute deviation,sensor_11_Median,sensor_11_Median absolute deviation,sensor_11_Min,sensor_11_Root mean square,sensor_11_Skewness,sensor_12_Entropy,sensor_12_Interquartile range,sensor_12_Max,sensor_12_Mean,sensor_12_Mean absolute deviation,sensor_12_Median,sensor_12_Median absolute deviation,sensor_12_Min,sensor_12_Root mean square,sensor_12_Skewness,sensor_13_Entropy,sensor_13_Interquartile range,sensor_13_Max,sensor_13_Mean,sensor_13_Mean absolute deviation,sensor_13_Median,sensor_13_Median absolute deviation,sensor_13_Min,sensor_13_Root mean square,sensor_13_Skewness,sensor_14_Entropy,sensor_14_Interquartile range,sensor_14_Max,sensor_14_Mean,sensor_14_Mean absolute deviation,sensor_14_Median,sensor_14_Median absolute deviation,sensor_14_Min,sensor_14_Root mean square,sensor_14_Skewness,sensor_15_Entropy,sensor_15_Interquartile range,sensor_15_Max,sensor_15_Mean,sensor_15_Mean absolute deviation,sensor_15_Median,sensor_15_Median absolute deviation,sensor_15_Min,sensor_15_Root mean square,sensor_15_Skewness,sensor_16_Entropy,sensor_16_Interquartile range,sensor_16_Max,sensor_16_Mean,sensor_16_Mean absolute deviation,sensor_16_Median,sensor_16_Median absolute deviation,sensor_16_Min,sensor_16_Root mean square,sensor_16_Skewness,sensor_1_Entropy,sensor_1_Interquartile range,sensor_1_Max,sensor_1_Mean,sensor_1_Mean absolute deviation,sensor_1_Median,sensor_1_Median absolute deviation,sensor_1_Min,sensor_1_Root mean square,sensor_1_Skewness,sensor_2_Entropy,sensor_2_Interquartile range,sensor_2_Max,sensor_2_Mean,sensor_2_Mean absolute deviation,sensor_2_Median,sensor_2_Median absolute deviation,sensor_2_Min,sensor_2_Root mean square,sensor_2_Skewness,sensor_3_Entropy,sensor_3_Interquartile range,sensor_3_Max,sensor_3_Mean,sensor_3_Mean absolute deviation,sensor_3_Median,sensor_3_Median absolute deviation,sensor_3_Min,sensor_3_Root mean square,sensor_3_Skewness,sensor_4_Entropy,sensor_4_Interquartile range,sensor_4_Max,sensor_4_Mean,sensor_4_Mean absolute deviation,sensor_4_Median,sensor_4_Median absolute deviation,sensor_4_Min,sensor_4_Root mean square,sensor_4_Skewness,sensor_5_Entropy,sensor_5_Interquartile range,sensor_5_Max,sensor_5_Mean,sensor_5_Mean absolute deviation,sensor_5_Median,sensor_5_Median absolute deviation,sensor_5_Min,sensor_5_Root mean square,sensor_5_Skewness,sensor_6_Entropy,sensor_6_Interquartile range,sensor_6_Max,sensor_6_Mean,sensor_6_Mean absolute deviation,sensor_6_Median,sensor_6_Median absolute deviation,sensor_6_Min,sensor_6_Root mean square,sensor_6_Skewness,sensor_7_Entropy,sensor_7_Interquartile range,sensor_7_Max,sensor_7_Mean,sensor_7_Mean absolute deviation,sensor_7_Median,sensor_7_Median absolute deviation,sensor_7_Min,sensor_7_Root mean square,sensor_7_Skewness,sensor_8_Entropy,sensor_8_Interquartile range,sensor_8_Max,sensor_8_Mean,sensor_8_Mean absolute deviation,sensor_8_Median,sensor_8_Median absolute deviation,sensor_8_Min,sensor_8_Root mean square,sensor_8_Skewness,sensor_9_Entropy,sensor_9_Interquartile range,sensor_9_Max,sensor_9_Mean,sensor_9_Mean absolute deviation,sensor_9_Median,sensor_9_Median absolute deviation,sensor_9_Min,sensor_9_Root mean square,sensor_9_Skewness
0.0,0.4313433162930294,2.0,5.0,-1.1,1.47,-1.0,1.0,-10.0,2.2978250586152114,-0.4844770007986028,0.44517685316830025,2.0,7.0,-1.02,1.5252000000000003,-1.0,1.0,-9.0,2.3874672772626644,-0.02191392454204849,0.33040786407815936,2.0,2.0,-0.98,0.8075999999999999,-1.0,1.0,-4.0,1.489966442575134,0.04556640598181039,0.3005006675578487,2.0,1.0,-0.99,0.7138,-1.0,1.0,-4.0,1.3892443989449805,-0.21440716964345935,0.2789178894904697,1.0,1.0,-1.1,0.6439999999999998,-1.0,1.0,-4.0,1.4142135623730951,-0.4016136557735928,0.3084570506477258,2.0,1.0,-1.01,0.7541999999999999,-1.0,1.0,-3.0,1.4387494569938157,-0.14733734613161453,0.42198912077008294,2.0,8.0,-0.98,1.3456000000000001,-1.0,1.0,-5.0,2.1354156504062622,0.9816432336891912,0.537633735322993,4.0,19.0,-0.99,2.6319999999999997,-1.0,2.0,-10.0,4.102438299353203,1.0623279245525037,0.4045003310030154,2.0,5.0,-0.89,1.2164,-1.0,1.0,-5.0,1.8681541692269406,0.3516653487827181,0.4120543362283026,2.0,3.0,-0.84,1.3088,-1.0,1.0,-5.0,1.8384776310850235,0.07138093372115982,0.3545124188274643,1.25,2.0,-0.82,0.9924,-1.0,1.0,-5.0,1.5297058540778354,-0.5880457610573336,0.38074643889647636,2.0,2.0,-0.78,1.1396000000000002,-1.0,1.0,-5.0,1.624807680927192,-0.18354782012975093,0.2874320029732241,1.0,2.0,-0.79,0.7097999999999999,-1.0,0.0,-3.0,1.2288205727444508,0.2909732908674757,0.3748887588729023,2.0,3.0,-0.8,1.14,-1.0,1.0,-4.0,1.6370705543744901,0.3459515501716258,0.644054167790492,5.25,13.0,-0.81,4.3214,-1.0,3.0,-24.0,6.131068422387733,-0.5522120909814009,0.3330233554461192,2.0,2.0,-0.97,0.8589999999999999,-1.0,1.0,-6.0,1.5652475842498528,-0.8338524283856594
0.0,0.4871065128700707,3.0,5.0,-1.1,2.1319999999999997,-1.0,2.0,-10.0,2.9899832775452104,-0.8514945034385896,0.48849183604982965,3.0,5.0,-1.17,1.9474000000000007,-1.0,1.0,-10.0,2.896549671592048,-0.68717934737894,0.33563639768505477,2.0,1.0,-0.95,0.92,-1.0,1.0,-4.0,1.5198684153570663,-0.5277479132017194,0.31585466871075457,2.0,2.0,-0.94,0.7828,-1.0,1.0,-3.0,1.407124727947029,0.19375089910184362,0.2980428783675127,2.0,1.0,-0.9,0.75,-1.0,1.0,-3.0,1.3190905958272918,-0.13380021867489383,0.3287496853988631,2.0,2.0,-0.89,0.9341999999999999,-1.0,1.0,-3.0,1.452583904633395,0.260261611929403,0.3550811434767668,2.0,2.0,-1.02,0.9467999999999998,-1.0,1.0,-5.0,1.6552945357246849,-0.36918301711572954,0.462313507103961,2.0,6.0,-0.93,1.6025999999999998,-1.0,1.0,-9.0,2.4269322199023193,-0.25794128340277633,0.431395521444882,2.0,4.0,-1.13,1.4934,-1.0,1.0,-13.0,2.4515301344262523,-1.5345838516133128,0.37650447158575123,2.0,4.0,-0.99,1.193,-1.0,1.0,-4.0,1.8083141320025125,0.36399407026449004,0.31087588852133574,2.0,1.0,-0.92,0.8623999999999999,-1.0,1.0,-3.0,1.4,0.14655472954531806,0.3561891733823262,2.0,2.0,-0.88,1.0312000000000003,-1.0,1.0,-4.0,1.5491933384829668,0.17999212047983867,0.31055635418047417,1.0,2.0,-0.81,0.8031999999999998,-1.0,1.0,-3.0,1.3,0.12729071670782402,0.3323598277692205,1.0,2.0,-0.74,0.9276000000000001,-1.0,1.0,-3.0,1.378404875209022,0.09381825640401983,0.5278634028284293,4.0,12.0,-0.66,2.4476,-1.0,2.0,-9.0,3.5496478698597698,0.6720583743815295,0.35826722294924734,2.0,3.0,-0.99,0.953,-1.0,1.0,-5.0,1.6278820596099706,0.009222762495544544
0.0,0.6920803875603937,8.25,21.0,-1.11,6.272199999999999,-1.0,4.0,-53.0,9.540964311850244,-1.613338559019226,0.5932062057669758,4.25,12.0,-1.12,3.4568,-1.0,2.0,-31.0,5.217278984298233,-1.84844615726826,0.5179550987235453,2.0,14.0,-1.02,2.4835999999999996,-1.0,1.0,-17.0,4.356604182158393,-0.2332562015146301,0.5159014360518943,2.0,16.0,-1.09,2.7590000000000003,-1.0,1.0,-19.0,4.9749371855331,0.08212266969060764,0.5163130997236829,2.0,23.0,-0.83,2.9873999999999996,-1.0,1.0,-27.0,5.74543296888929,0.152169832855515,0.4994724609168157,2.0,13.0,-1.05,2.682,-1.0,1.0,-23.0,4.773887304912004,-0.5629473681191415,0.5590155387266257,3.0,11.0,-0.78,2.7484,-1.0,2.0,-10.0,3.9698866482558417,0.739420234480978,0.7528350559692669,10.25,45.0,-1.3,10.120000000000001,-1.5,5.0,-50.0,15.50290295396317,0.39443334261809615,0.8131281376777802,17.0,84.0,-2.15,16.852999999999998,-2.0,9.5,-61.0,24.337830634631345,0.43752771017036696,0.6853745062701113,7.0,29.0,-1.19,5.982399999999999,-2.0,3.0,-30.0,8.485870609430714,0.27055630247382745,0.5436188210527569,3.25,11.0,-0.93,2.4412000000000003,-1.0,2.0,-11.0,3.502855977627399,0.5066530902561506,0.5657468431412067,3.0,34.0,-0.67,3.6294000000000004,-1.0,1.5,-23.0,6.708949247087803,1.3939135756723273,0.5235912051204744,3.0,15.0,-0.62,2.6236,-1.0,1.0,-11.0,4.173727350941841,0.8974793847600421,0.5298919026755808,3.0,13.0,-0.7,3.0959999999999996,-1.0,1.0,-19.0,5.106858133921482,-0.8121837248338568,0.6081270918184514,4.0,17.0,-1.0,3.64,-1.0,2.0,-19.0,5.489990892524322,-0.0011442954839123462,0.6835149559972561,7.0,16.0,-1.16,5.7592,-0.5,3.5,-31.0,8.295782060782456,-0.8277946524413439
0.0,0.85717051923004,28.0,54.0,-0.94,16.8176,0.5,13.5,-74.0,22.164385847570873,-0.6005194099525103,0.7516356071272977,12.0,33.0,-0.99,8.709799999999998,0.0,6.0,-42.0,11.649463506960311,-0.21455460110185454,0.7201872247530106,11.25,19.0,-1.08,6.5367999999999995,-2.0,5.0,-20.0,8.117881497040962,0.03981460467352911,0.7330494876904744,11.5,24.0,-1.14,6.845599999999999,-1.0,6.0,-25.0,8.744140895479669,0.1771476897692671,0.7011742688958528,11.0,37.0,-1.3,6.725999999999999,-1.0,5.0,-21.0,9.03216474606171,0.6665598088635735,0.6672536066711547,9.0,15.0,-1.2,5.259999999999999,-1.5,4.5,-16.0,6.836665854054885,0.18907623324803455,0.7398854619871719,13.25,20.0,-1.26,7.7296000000000005,-3.0,6.0,-25.0,9.621850133939938,0.1756404104619687,0.8710858001057239,29.25,65.0,-0.7,20.042,-5.0,14.0,-60.0,25.87276560400917,0.4069714436363708,0.9141770255406637,46.75,110.0,-2.28,32.394400000000005,-3.5,24.5,-104.0,41.70875207915,0.2822361949676427,0.8247950818486112,23.25,56.0,-0.66,14.034,-2.0,11.0,-49.0,18.482965130086676,0.496520797148175,0.6886473812587558,10.0,21.0,-0.71,5.4732,-1.0,5.0,-19.0,7.006425622241344,0.2981619775261735,0.728868218546294,11.25,26.0,-1.01,8.088600000000001,-2.5,6.5,-31.0,10.508567932882197,0.11820175811634179,0.7042718998971236,12.0,30.0,-0.97,6.9918000000000005,-1.0,5.5,-24.0,9.12414379544733,0.2774473394239401,0.7239942382414628,11.25,35.0,-0.94,7.487199999999998,-1.0,5.5,-44.0,10.501428474260061,-0.14903910692682987,0.7976152996631362,17.0,36.0,-0.88,10.1648,-1.0,8.5,-32.0,13.382077566656084,0.3726890434889925,0.8530240003658847,27.0,62.0,-1.09,16.1918,-1.0,13.5,-83.0,21.438050284482493,-0.18855312514558914
0.0,0.7168332027879061,8.0,28.0,-1.05,7.053000000000001,-1.0,4.0,-57.0,10.842047777057616,-0.980350040216343,0.5398452648064991,3.0,20.0,-0.99,2.652599999999999,-1.0,2.0,-13.0,4.27668095606862,1.4284000775372652,0.5734240326363186,3.0,28.0,-0.92,3.6712000000000002,-1.0,2.0,-56.0,7.720103626247513,-3.1085963348715864,0.6582459725763395,7.0,26.0,-0.9,6.037999999999999,0.0,4.0,-55.0,10.029955134495866,-1.3030002953387914,0.5628741048879519,4.0,10.0,-0.61,2.7134000000000005,-1.0,2.0,-12.0,3.7589892258425004,0.1319595697372605,0.5697587226305777,4.0,21.0,-0.84,2.8856,-1.0,2.0,-14.0,4.261455150532504,1.1321414280279543,0.6073357508072165,6.0,17.0,-1.17,4.493399999999999,-1.0,3.0,-24.0,6.644546636152086,-0.5558109635393454,0.7469792993424272,13.25,29.0,-0.63,7.964000000000001,-2.0,7.0,-25.0,10.29417310909429,0.568732747073799,0.7124428563007774,11.25,44.0,-0.62,8.1904,-2.0,6.0,-20.0,11.005453193758084,1.23078364119736,0.6510133072158341,8.0,14.0,-0.8,4.52,-2.0,3.0,-14.0,5.789645930452052,0.46093751192140153,0.5026437770842003,2.25,11.0,-0.75,2.18,-1.0,1.0,-6.0,3.014962686336267,1.0825978474007003,0.6710953704396321,6.0,76.0,-0.59,6.819199999999999,-1.0,3.0,-45.0,13.220060514233662,1.6508815524575005,0.609761179206921,4.25,48.0,-0.76,4.5384,-1.0,2.0,-29.0,8.323460818673924,1.8106156273941356,0.547518083352147,4.0,16.0,-0.89,2.6988,-1.0,2.0,-19.0,4.29767378938886,-0.47661127876334075,0.7317038564136708,11.25,30.0,-0.69,7.156199999999999,-1.0,6.0,-25.0,9.477868958790262,-0.06772009277655051,0.656613503245865,7.25,20.0,-1.08,5.289599999999998,-1.0,4.0,-43.0,7.919595949289333,-1.3665597483850278
0.0,0.5462504345190143,4.0,8.0,-1.03,2.556,-1.0,2.0,-13.0,3.5482389998420345,-0.6241258967051382,0.42285693552995907,2.0,4.0,-0.99,1.3124,-1.0,1.0,-6.0,2.0124611797498106,-0.14912178383030406,0.35767881821059266,2.0,2.0,-1.07,0.9551999999999998,-1.0,1.0,-5.0,1.6703293088490065,-0.3811255417442434,0.3547792016311143,2.0,4.0,-0.81,0.9879999999999999,-1.0,1.0,-4.0,1.5329709716755893,0.18942947566460297,0.33698035430299067,2.0,2.0,-0.91,0.9261999999999999,-1.0,1.0,-4.0,1.493318452306808,-0.2826970805867606,0.3670024338443182,2.0,5.0,-0.96,1.0528,-1.0,1.0,-4.0,1.70293863659264,0.8130603966008687,0.5601200536254638,5.0,7.0,-1.04,3.0216000000000007,-1.0,2.5,-20.0,4.2731721238443,-1.1202193329339887,0.7057191445259139,10.0,33.0,-0.41,6.226399999999999,0.0,5.0,-21.0,8.431488599292535,0.7027190570797746,0.7016881878919039,9.0,34.0,-0.92,6.069599999999998,-1.5,4.5,-22.0,8.689073598491383,1.0499798768395927,0.49551566547861137,4.0,8.0,-0.89,1.9520000000000002,-1.0,2.0,-6.0,2.7,0.5870858084876551,0.3545947587650468,2.0,3.0,-0.8,0.9999999999999999,-1.0,1.0,-4.0,1.5099668870541498,0.07999143901611515,0.38788446570873025,2.0,3.0,-0.87,1.2282000000000002,-1.0,1.0,-5.0,1.7916472867168918,0.11220161281953,0.35458234372028813,2.0,2.0,-0.9,0.9819999999999999,-1.0,1.0,-4.0,1.5427248620541512,-0.06710029856670481,0.41946297183267883,3.0,3.0,-0.78,1.3907999999999998,-1.0,1.0,-6.0,1.8867962264113207,-0.2600525226473415,0.7337388991428135,11.0,27.0,-1.17,7.593799999999999,0.0,5.5,-39.0,10.331989159885913,-0.7195839328374231,0.5805684014096456,5.0,8.0,-1.05,3.3609999999999998,-1.0,3.0,-20.0,4.850773134253961,-1.3324906400077894
0.0,0.5110764236221074,4.0,7.0,-1.13,2.1586,-1.0,2.0,-13.0,3.0967725134404045,-0.6661059210781081,0.33300552334057776,1.25,2.0,-1.1,0.8379999999999999,-1.0,1.0,-4.0,1.6,0.04207685610694506,0.29386673287392023,2.0,2.0,-0.94,0.7756000000000001,-1.0,1.0,-3.0,1.3564659966250536,-0.05598950614210189,0.310812144919263,2.0,2.0,-0.83,0.8606,-1.0,1.0,-3.0,1.3379088160259651,0.12421968896834586,0.29292251511040807,2.0,2.0,-1.01,0.6741999999999999,-1.0,1.0,-3.0,1.3820274961085253,0.16283597180984402,0.35113401366067765,2.0,7.0,-1.06,1.0284,-1.0,1.0,-4.0,1.794435844492636,1.7650477764928862,0.5217671422951685,4.0,15.0,-0.85,2.6060000000000003,-1.0,2.0,-17.0,4.1436698710201325,0.8995792035791903,0.6264410658893619,7.0,18.0,-1.47,4.4936,-2.0,4.0,-20.0,6.085228015448559,0.41854448456098997,0.6647396436949,8.25,21.0,-1.08,5.136799999999999,-2.0,4.0,-12.0,6.6932802122726045,0.8581234135969227,0.46030727905558694,4.0,8.0,-0.86,1.8571999999999997,0.0,1.0,-6.0,2.4979991993593593,0.19434714631367192,0.38811893138451137,2.0,3.0,-0.87,1.1438,-1.0,1.0,-5.0,1.7349351572897471,-0.026879540929996025,0.3879754821574566,2.0,3.0,-0.81,1.1517999999999997,-1.0,1.0,-5.0,1.740689518552921,-0.2378573830854886,0.34641884851958915,2.0,2.0,-0.84,0.9616,-1.0,1.0,-4.0,1.469693845669907,0.06715680046136692,0.36493612254071117,2.0,3.0,-0.88,1.1384,-1.0,1.0,-3.0,1.70293863659264,0.6044055586692811,0.6857000627676549,8.5,26.0,-0.26,5.9348,-1.0,4.5,-30.0,8.372574275573792,-0.1635595876038934,0.5906290128562675,6.0,8.0,-1.04,3.304799999999999,-1.0,3.0,-18.0,4.406812907306141,-0.48667706984182657
0.0,0.48350617854312716,2.0,5.0,-0.92,1.8895999999999997,-1.0,1.0,-8.0,2.5806975801127883,0.021703298892677813,0.3396816517879442,2.0,2.0,-1.19,0.9156,-1.0,1.0,-4.0,1.6703293088490065,0.1117625721322997,0.33780451051510146,2.0,2.0,-0.94,0.8968,-1.0,1.0,-5.0,1.5099668870541498,-0.2978988614012191,0.316392158227754,2.0,2.0,-0.88,0.8008000000000002,-1.0,1.0,-3.0,1.3711309200802089,0.12064918816317273,0.3263244010357974,2.0,2.0,-0.93,0.8482000000000001,-1.0,1.0,-4.0,1.4387494569938157,-0.18399707685231176,0.3583528090333718,2.0,2.0,-0.94,1.0320000000000003,-1.0,1.0,-4.0,1.5937377450509227,-0.02737959246700167,0.4774871083057086,2.0,6.0,-0.98,1.7855999999999996,-1.0,1.0,-13.0,2.8,-0.5205345413942808,0.5856466516360241,5.25,11.0,-0.83,3.3508000000000004,-1.0,3.0,-7.0,4.378355855797928,0.8289497293633917,0.6590106139026295,5.5,27.0,-0.75,4.895,-2.0,3.0,-15.0,7.036334272900912,1.336852748243564,0.44259168419419814,2.0,5.0,-0.89,1.4942000000000004,-1.0,1.0,-5.0,2.179449471770337,0.4575243766689715,0.3533680847879657,2.0,3.0,-0.73,1.0408,-1.0,1.0,-5.0,1.5,-0.2135653240945221,0.37352273953877907,2.0,2.0,-0.8,1.168,-1.0,1.0,-5.0,1.624807680927192,-0.29274220741123086,0.32084578442454564,2.0,2.0,-0.83,0.8742,-1.0,1.0,-3.0,1.3601470508735443,0.1861716428261864,0.3991337951338591,2.0,4.0,-0.77,1.2222000000000002,-1.0,1.0,-5.0,1.7691806012954132,-0.11203853683744232,0.6581239778091086,7.0,24.0,-0.98,4.822,-1.5,3.5,-15.0,6.52533524043018,0.732892568834831,0.5937935069294998,5.25,11.0,-0.93,3.1812,-1.0,3.0,-9.0,4.1340053217188775,0.38133664812044693
0.0,0.4971097502338398,3.0,6.0,-1.1,2.0879999999999996,-1.0,2.0,-11.0,2.929163703175362,-0.524193277310397,0.35774403502303775,2.0,2.0,-1.06,0.9592000000000002,-1.0,1.0,-4.0,1.6552945357246849,-0.03349400848871232,0.34925843201390483,2.0,2.0,-0.97,0.9566,-1.0,1.0,-5.0,1.57797338380595,-0.4301985440013335,0.3005016649289203,2.0,2.0,-0.91,0.797,-1.0,1.0,-4.0,1.3674794331177345,0.21434619623465925,0.2854268856164214,1.0,1.0,-0.8,0.74,-1.0,1.0,-3.0,1.2165525060596438,-0.3273268353539886,0.3340514108092597,2.0,2.0,-0.85,0.92,-1.0,1.0,-3.0,1.4317821063276353,-0.020104502260691992,0.413287534063573,2.0,5.0,-0.96,1.2511999999999999,-1.0,1.0,-5.0,1.9390719429665315,0.3009881355759786,0.6057976691401269,5.0,12.0,-1.02,3.341999999999999,-1.0,3.0,-13.0,4.58475735453906,0.338373856067687,0.6519258314467066,6.0,26.0,-1.1,4.676,-2.0,3.0,-13.0,6.6573267908372955,1.113482380580805,0.43700855698558116,2.0,8.0,-0.92,1.5528,-1.0,1.0,-5.0,2.2135943621178655,0.735985249053385,0.354205477910312,2.0,3.0,-0.89,1.0097999999999998,-1.0,1.0,-5.0,1.5716233645501712,-0.25997317906489203,0.36631004417338187,1.25,3.0,-0.82,1.0615999999999999,-1.0,1.0,-7.0,1.6492422502470643,-0.8093978386008512,0.3404141909716534,2.0,1.0,-0.91,1.0008000000000001,-1.0,1.0,-4.0,1.5264337522473748,-0.432597052436768,0.39506761727600753,2.0,3.0,-0.74,1.2164,-1.0,1.0,-5.0,1.6911534525287764,-0.00035491155925880893,0.6409586994291476,7.0,21.0,-0.52,4.6495999999999995,-1.0,3.5,-25.0,6.428063471995279,-0.08031043400885352,0.5579767793082806,4.25,8.0,-1.05,2.8840000000000003,-1.0,2.0,-19.0,4.186884283091665,-0.9324696772601372
0.0,0.4830015524357801,2.25,4.0,-1.1,1.8599999999999997,-1.0,1.0,-7.0,2.6645825188948455,-0.33243251083029934,0.33802012090493105,2.0,2.0,-1.09,0.9098000000000002,-1.0,1.0,-4.0,1.6031219541881396,0.35940193292593353,0.35130780143240103,2.0,2.0,-0.91,0.9369999999999998,-1.0,1.0,-4.0,1.5394804318340654,-0.13947464327582204,0.3102693093893621,2.0,2.0,-0.89,0.8029999999999999,-1.0,1.0,-3.0,1.3527749258468684,0.17605881245578428,0.32724041433185574,2.0,2.0,-0.94,0.8804000000000002,-1.0,1.0,-4.0,1.469693845669907,0.2982088862120221,0.3497451032205578,2.0,2.0,-1.08,0.9808,-1.0,1.0,-4.0,1.6370705543744901,-0.1698158210663209,0.4040544520585975,2.0,3.0,-0.98,1.3027999999999997,-1.0,1.0,-6.0,1.9235384061671346,-0.42879656966042495,0.5614110639952733,5.25,9.0,-0.87,2.963,-1.0,3.0,-10.0,3.8013155617496426,0.17658294115875564,0.6035485685317836,5.0,17.0,-0.8,3.5680000000000005,-2.0,2.0,-10.0,4.824935232725927,1.103815379174854,0.4077170020787097,2.0,4.0,-0.9,1.274,-1.0,1.0,-4.0,1.9390719429665315,0.6619573890395108,0.35994128355053107,2.0,3.0,-0.81,1.0604,-1.0,1.0,-4.0,1.5264337522473748,0.17039360317690752,0.37740958982045536,2.0,3.0,-0.74,1.1851999999999998,-1.0,1.0,-4.0,1.606237840420901,-0.19425729987655793,0.3136083058806918,2.0,2.0,-0.87,0.8116,-1.0,1.0,-3.0,1.3527749258468684,0.22425985330979895,0.3980716466070505,2.0,4.0,-0.83,1.2172,-1.0,1.0,-5.0,1.7578395831246945,0.037769506718827534,0.6426468873210516,6.25,25.0,-1.09,4.1772,-1.0,3.0,-15.0,6.00416522091123,0.8734199583013696,0.5943857171966929,5.0,12.0,-1.18,3.2144,-1.0,2.0,-14.0,4.420407221060069,-0.03071402915498255
